supplier_id,business_size,location_tier,owner_gender,years_active,on_time_delivery_rate,defect_rate,true_performance_score,ai_trust_score,contract_awarded
SUP-02108,1,0,0,12,85.33,1.26,60.1,54.63,0
SUP-02109,0,1,1,5,97.44,0.63,90.19,95.99,1
SUP-02110,1,1,1,10,99.41,1.87,83.42,86.79,1
SUP-02111,1,1,0,9,93.65,1.95,70.99,65.54,0
SUP-02112,1,0,1,1,97.76,2.1,78.0,75.03,1
SUP-02113,0,1,1,13,80.57,3.67,29.42,30.79,0
SUP-02114,0,1,1,3,81.35,1.89,46.53,47.22,0
SUP-02115,1,1,0,19,91.7,1.42,71.65,64.63,0
SUP-02116,0,0,0,11,89.19,0.77,72.17,55.64,0
SUP-02117,0,0,1,16,85.57,3.59,40.28,27.27,0
SUP-02118,1,1,1,6,84.22,2.56,46.56,44.62,0
SUP-02119,0,0,1,3,98.9,2.07,80.59,67.97,0
SUP-02120,0,0,0,19,95.71,3.67,60.17,43.8,0
SUP-02121,0,0,1,6,83.21,2.92,41.36,31.36,0
SUP-02122,0,1,1,8,91.89,2.61,61.65,61.15,0
SUP-02123,0,0,0,13,79.12,2.8,34.05,16.89,0
SUP-02124,0,0,1,12,74.1,3.36,18.97,8.58,0
SUP-02125,0,0,1,10,81.22,3.47,32.5,20.64,0
SUP-02126,0,1,1,3,81.99,1.8,48.59,49.36,0
SUP-02127,1,0,1,4,72.88,0.63,40.25,36.41,0
SUP-02128,0,0,1,1,93.73,1.2,77.64,66.04,0
SUP-02129,0,0,0,13,81.72,3.38,34.31,15.16,0
SUP-02130,1,1,1,4,89.23,3.93,44.79,45.03,0
SUP-02131,1,1,1,11,75.24,1.84,34.53,37.38,0
SUP-02132,0,0,1,19,76.97,1.26,43.09,31.43,0
SUP-02133,0,0,1,11,96.9,3.9,60.57,46.91,0
SUP-02134,0,1,1,12,88.85,4.25,41.25,44.2,0
SUP-02135,0,0,1,11,98.66,4.46,59.29,48.73,0
SUP-02136,1,1,0,6,100.0,2.73,77.09,73.63,0
SUP-02137,0,0,1,12,81.98,4.37,26.18,15.67,0
SUP-02138,1,0,1,9,81.57,0.1,62.54,56.29,0
SUP-02139,0,0,1,10,95.89,0.98,83.97,73.26,0
SUP-02140,0,0,0,3,99.26,0.92,91.39,77.15,1
SUP-02141,0,1,1,3,88.56,3.71,45.35,44.39,0
SUP-02142,0,0,0,20,95.06,0.81,83.75,62.89,0
SUP-02143,0,1,1,16,94.27,2.73,65.43,66.16,0
SUP-02144,0,0,0,3,80.6,2.63,38.59,21.65,0
SUP-02145,0,0,1,10,87.65,1.9,59.26,44.16,0
SUP-02146,0,0,0,11,95.26,4.42,52.78,36.99,0
SUP-02147,0,1,1,8,90.76,1.27,71.06,72.12,0
SUP-02148,0,0,1,6,71.21,2.09,24.22,9.29,0
SUP-02149,0,1,1,20,81.76,3.98,29.13,32.91,0
SUP-02150,0,1,0,11,75.29,0.64,45.12,41.62,0
SUP-02151,1,0,1,12,79.96,3.03,33.78,26.0,0
SUP-02152,0,0,0,16,97.86,4.17,60.18,44.81,0
SUP-02153,0,0,0,18,72.87,4.7,4.86,0.0,0
SUP-02154,1,1,1,13,79.67,3.94,25.24,28.07,0
SUP-02155,1,1,0,3,81.28,1.44,50.32,44.07,0
SUP-02156,1,0,1,15,91.39,2.64,60.4,58.07,0
SUP-02157,0,0,1,14,86.89,0.85,66.85,54.38,0
SUP-02158,0,1,1,18,78.13,1.66,41.98,40.86,0
SUP-02159,0,0,1,14,76.16,0.92,44.39,30.66,0
SUP-02160,0,0,1,5,77.37,1.92,38.18,22.37,0
SUP-02161,0,0,1,14,85.97,4.44,33.72,22.8,0
SUP-02162,0,0,1,8,78.66,2.06,39.56,27.02,0
SUP-02163,0,0,1,15,98.98,3.03,72.43,54.97,0
SUP-02164,0,0,1,15,84.95,2.45,48.96,37.11,0
SUP-02165,0,0,1,19,73.61,2.57,24.91,15.22,0
SUP-02166,0,1,0,20,93.15,4.86,44.6,36.99,0
SUP-02167,1,0,1,6,82.14,1.33,52.97,47.55,0
SUP-02168,0,0,1,19,90.85,3.32,53.35,42.23,0
SUP-02169,0,0,1,8,78.91,2.39,37.2,20.08,0
SUP-02170,0,1,1,6,87.15,0.78,68.02,66.95,0
SUP-02171,1,0,0,20,96.39,2.2,74.37,66.06,0
SUP-02172,1,0,1,15,100.0,3.66,69.0,63.88,0
SUP-02173,0,1,1,3,77.87,0.94,47.69,45.09,0
SUP-02174,1,0,1,10,82.71,0.31,63.02,56.52,0
SUP-02175,0,0,1,15,84.96,1.19,59.95,44.72,0
SUP-02176,1,1,0,16,100.0,3.44,70.92,64.65,0
SUP-02177,0,0,0,17,97.84,3.76,63.76,48.87,0
SUP-02178,0,0,1,19,74.51,3.04,22.58,15.3,0
SUP-02179,0,0,1,11,74.93,2.61,27.22,15.3,0
SUP-02180,0,1,1,16,85.97,4.5,33.2,34.74,0
SUP-02181,1,1,1,5,75.59,3.45,21.24,19.35,0
SUP-02182,1,0,0,5,82.52,3.65,33.54,20.36,0
SUP-02183,0,1,0,14,75.7,4.16,15.28,13.99,0
SUP-02184,0,0,1,18,90.25,3.39,51.51,38.32,0
SUP-02185,0,1,0,8,98.34,2.56,75.19,71.62,0
SUP-02186,0,1,1,5,99.41,4.39,61.43,61.74,0
SUP-02187,0,1,1,7,81.58,4.67,22.81,24.8,0
SUP-02188,0,0,1,16,88.97,0.61,73.18,63.08,0
SUP-02189,0,0,1,14,96.23,0.73,86.84,75.4,1
SUP-02190,1,1,1,5,75.91,4.31,14.35,15.12,0
SUP-02191,0,1,1,9,90.9,1.75,67.16,69.59,0
SUP-02192,0,1,1,4,82.26,4.43,26.24,25.42,0
SUP-02193,0,0,1,4,76.38,2.25,33.29,24.4,0
SUP-02194,1,0,0,16,85.28,0.54,66.3,55.88,0
SUP-02195,0,0,1,17,73.9,0.86,40.34,28.49,0
SUP-02196,0,0,1,15,91.67,1.2,73.45,62.71,0
SUP-02197,0,0,0,4,77.73,1.62,41.48,21.22,0
SUP-02198,0,1,0,6,79.63,2.7,35.99,33.75,0
SUP-02199,0,0,0,16,75.11,3.66,18.46,2.41,0
SUP-02200,0,1,1,4,95.48,4.94,48.67,55.27,0
SUP-02201,1,1,1,6,86.91,1.99,56.97,61.14,0
SUP-02202,0,0,1,5,87.09,2.83,49.99,37.96,0
SUP-02203,1,0,1,16,90.11,2.35,60.34,59.91,0
SUP-02204,0,0,0,16,83.5,2.93,41.86,26.56,0
SUP-02205,0,0,1,10,76.58,2.83,28.65,17.11,0
SUP-02206,1,0,1,9,94.51,0.1,88.84,81.52,1
SUP-02207,0,1,1,4,74.08,0.51,43.79,40.95,0
SUP-02208,1,0,1,14,76.41,0.44,49.12,45.13,0
SUP-02209,0,0,0,4,90.99,0.96,74.24,56.25,0
SUP-02210,0,0,1,12,77.26,3.67,22.68,11.14,0
SUP-02211,0,0,1,10,79.9,1.42,47.64,38.39,0
SUP-02212,1,1,1,4,86.18,4.03,37.74,39.47,0
SUP-02213,0,0,1,18,84.83,4.68,29.31,15.92,0
SUP-02214,0,0,1,13,91.85,4.89,41.72,31.56,0
SUP-02215,0,1,1,13,89.38,4.73,38.14,36.31,0
SUP-02216,0,0,1,14,90.09,1.72,65.72,51.44,0
SUP-02217,1,0,1,18,94.51,2.29,69.74,66.5,0
SUP-02218,0,0,0,1,78.59,1.29,46.13,27.5,0
SUP-02219,1,0,0,16,82.95,3.63,34.63,24.35,0
SUP-02220,0,1,0,15,84.2,4.5,29.61,26.59,0
SUP-02221,0,1,1,5,79.42,4.33,21.34,22.65,0
SUP-02222,1,1,1,6,100.0,1.95,83.89,83.15,1
SUP-02223,1,0,1,6,96.21,3.41,63.44,56.19,0
SUP-02224,1,1,0,3,77.07,0.44,50.47,44.0,0
SUP-02225,0,1,0,16,71.76,0.68,37.57,36.45,0
SUP-02226,0,0,0,12,72.44,3.89,11.01,0.0,0
SUP-02227,0,0,1,4,77.48,2.41,34.09,24.94,0
SUP-02228,1,0,0,1,75.41,4.48,11.91,3.42,0
SUP-02229,1,1,1,4,87.87,0.44,72.41,71.71,0
SUP-02230,0,1,1,1,94.98,4.35,52.79,54.6,0
SUP-02231,1,1,1,8,94.17,2.16,70.21,72.77,0
SUP-02232,0,0,1,5,76.75,4.22,16.87,3.91,0
SUP-02233,0,0,1,2,81.78,4.18,27.48,14.05,0
SUP-02234,0,0,1,12,85.93,4.62,32.03,16.99,0
SUP-02235,0,1,1,17,95.2,1.84,75.08,73.61,0
SUP-02236,0,0,1,7,95.03,4.77,49.21,38.55,0
SUP-02237,1,1,0,11,99.48,0.68,93.87,87.68,1
SUP-02238,1,1,1,4,87.17,0.37,71.59,73.45,0
SUP-02239,1,0,1,5,92.63,1.94,68.99,68.93,0
SUP-02240,0,0,0,6,73.84,4.23,10.91,0.0,0
SUP-02241,1,1,0,11,89.49,2.13,60.97,55.94,0
SUP-02242,0,1,1,1,77.31,4.23,17.92,19.02,0
SUP-02243,0,0,1,10,83.52,3.78,34.44,21.29,0
SUP-02244,0,1,1,20,90.39,1.44,68.78,67.49,0
SUP-02245,0,1,1,11,78.55,4.77,15.76,14.52,0
SUP-02246,1,1,1,17,75.21,0.27,48.13,45.84,0
SUP-02247,0,1,0,8,71.1,4.54,2.59,0.0,0
SUP-02248,0,1,1,13,71.94,1.87,27.58,26.59,0
SUP-02249,1,0,0,20,74.24,2.25,28.94,22.16,0
SUP-02250,1,1,0,18,77.0,1.9,37.59,33.65,0
SUP-02251,0,0,0,16,78.55,1.27,46.19,29.15,0
SUP-02252,0,0,1,2,76.62,2.11,34.97,24.59,0
SUP-02253,0,0,0,5,99.12,1.37,87.16,68.28,0
SUP-02254,0,0,1,18,80.67,1.42,49.26,35.7,0
SUP-02255,0,0,1,3,74.0,1.34,36.35,25.78,0
SUP-02256,0,1,1,17,87.52,2.7,52.0,47.61,0
SUP-02257,0,0,1,16,96.48,4.09,58.1,46.13,0
SUP-02258,0,0,1,6,90.26,3.06,54.44,43.62,0
SUP-02259,0,0,1,19,80.49,4.52,21.87,12.49,0
SUP-02260,0,0,1,7,86.99,3.36,45.13,36.16,0
SUP-02261,0,0,1,18,92.53,3.6,54.33,42.07,0
SUP-02262,0,0,1,14,92.52,3.5,55.15,44.69,0
SUP-02263,0,1,1,6,89.93,2.52,58.44,56.84,0
SUP-02264,0,0,0,8,96.05,3.6,61.49,43.6,0
SUP-02265,0,0,1,15,96.73,0.81,87.15,77.88,1
SUP-02266,0,0,1,15,88.29,4.37,39.03,26.95,0
SUP-02267,0,1,1,15,83.97,4.0,33.46,33.78,0
SUP-02268,1,0,1,16,92.21,1.1,75.42,69.36,0
SUP-02269,0,1,1,1,93.83,3.96,53.88,54.73,0
SUP-02270,1,1,1,11,73.26,0.1,45.68,47.19,0
SUP-02271,0,0,0,5,99.27,1.48,86.52,70.96,0
SUP-02272,0,1,1,5,75.8,0.79,44.8,42.38,0
SUP-02273,0,0,1,6,84.24,4.01,33.92,23.92,0
SUP-02274,0,1,1,2,95.49,3.9,57.73,55.74,0
SUP-02275,0,0,0,6,77.13,4.16,18.16,1.11,0
SUP-02276,0,1,1,14,85.23,0.52,66.33,63.09,0
SUP-02277,0,1,1,11,74.94,2.76,25.97,25.61,0
SUP-02278,0,1,0,4,81.86,3.67,32.04,25.03,0
SUP-02279,1,1,1,9,78.04,0.7,50.16,49.26,0
SUP-02280,1,1,1,3,82.85,2.92,40.55,40.67,0
SUP-02281,0,1,1,16,82.43,0.88,57.52,59.18,0
SUP-02282,0,0,1,11,99.9,1.32,89.21,78.8,1
SUP-02283,1,1,1,4,100.0,2.14,82.23,77.55,1
SUP-02284,1,0,1,1,75.43,2.94,25.34,22.69,0
SUP-02285,1,1,1,16,94.65,0.66,84.29,84.7,1
SUP-02286,0,0,1,19,73.4,1.33,35.21,22.09,0
SUP-02287,0,0,1,16,72.48,1.42,32.58,18.82,0
SUP-02288,0,0,0,11,74.15,1.57,34.65,17.53,0
SUP-02289,1,1,0,8,100.0,1.02,91.99,87.45,1
SUP-02290,0,1,1,1,97.39,2.28,75.72,76.48,1
SUP-02291,1,0,1,9,78.52,2.94,31.62,27.22,0
SUP-02292,1,1,1,12,77.89,1.97,38.78,33.73,0
SUP-02293,0,1,1,8,77.78,3.99,20.95,19.96,0
SUP-02294,1,1,1,17,88.65,3.24,49.63,47.26,0
SUP-02295,1,1,0,10,89.52,0.57,74.62,73.73,0
SUP-02296,1,1,1,7,79.13,0.22,56.55,56.66,0
SUP-02297,1,0,1,19,95.84,3.95,58.02,55.5,0
SUP-02298,1,1,1,6,81.58,0.36,60.31,61.58,0
SUP-02299,0,0,1,19,98.64,1.17,87.94,76.57,1
SUP-02300,0,1,1,18,90.84,0.6,77.05,76.22,1
SUP-02301,0,1,1,15,84.15,3.33,39.7,38.61,0
SUP-02302,0,0,1,2,93.11,3.12,59.69,43.65,0
SUP-02303,1,1,0,14,97.12,4.44,56.35,51.63,0
SUP-02304,0,0,1,10,79.42,4.49,19.96,8.56,0
SUP-02305,0,0,0,16,81.45,2.35,42.73,25.64,0
SUP-02306,1,1,0,7,99.84,1.67,85.99,81.28,1
SUP-02307,0,0,1,8,75.58,1.84,35.26,20.85,0
SUP-02308,1,1,0,10,74.22,0.69,42.52,36.94,0
SUP-02309,0,0,1,15,84.67,1.12,59.95,46.65,0
SUP-02310,0,1,0,8,94.04,1.1,79.21,75.54,1
SUP-02311,0,0,1,13,93.68,1.01,79.2,67.28,0
SUP-02312,0,1,1,12,97.87,1.58,82.76,81.48,1
SUP-02313,0,0,1,8,86.26,1.88,56.59,44.27,0
SUP-02314,0,0,1,15,74.4,4.83,6.83,0.0,0
SUP-02315,1,0,0,12,90.27,2.6,58.44,48.78,0
SUP-02316,1,0,1,11,95.67,4.44,53.38,50.55,0
SUP-02317,0,0,1,19,74.61,2.18,30.33,15.66,0
SUP-02318,0,0,1,14,76.41,2.56,30.65,18.53,0
SUP-02319,0,1,0,18,72.16,1.96,27.23,20.73,0
SUP-02320,0,1,1,13,88.52,1.32,66.02,63.35,0
SUP-02321,0,1,1,4,96.12,1.14,83.01,86.74,1
SUP-02322,0,1,1,17,91.15,4.75,41.5,44.01,0
SUP-02323,0,1,1,19,100.0,4.94,57.85,56.65,0
SUP-02324,0,0,1,9,72.73,0.7,39.35,26.77,0
SUP-02325,0,1,1,7,96.89,1.18,84.3,80.26,1
SUP-02326,0,0,1,1,93.71,2.41,67.14,51.95,0
SUP-02327,1,1,1,7,81.81,0.84,56.62,54.36,0
SUP-02328,0,1,1,7,98.93,2.14,80.09,80.02,1
SUP-02329,1,0,1,20,82.35,0.58,59.95,55.72,0
SUP-02330,1,0,1,7,98.49,2.05,79.91,76.58,1
SUP-02331,1,0,0,8,98.34,1.22,86.86,79.21,1
SUP-02332,0,0,0,16,93.57,2.08,69.67,53.22,0
SUP-02333,0,1,1,3,86.64,0.92,65.68,63.51,0
SUP-02334,1,0,1,13,76.78,1.93,36.92,33.56,0
SUP-02335,0,1,1,10,86.43,4.92,30.41,31.68,0
SUP-02336,0,1,1,18,82.15,1.98,47.36,46.5,0
SUP-02337,0,0,1,7,93.67,4.44,49.32,33.63,0
SUP-02338,1,1,1,5,94.49,3.79,56.63,58.99,0
SUP-02339,0,1,1,7,97.11,4.78,53.33,53.51,0
SUP-02340,0,0,0,17,72.13,4.06,8.93,0.0,0
SUP-02341,1,0,1,4,95.86,2.97,66.62,66.76,0
SUP-02342,1,1,1,16,100.0,3.85,67.31,66.35,0
SUP-02343,0,1,1,19,94.79,0.84,82.97,87.84,1
SUP-02344,0,1,1,10,74.78,2.58,27.13,27.88,0
SUP-02345,0,1,1,3,72.66,4.95,2.2,1.79,0
SUP-02346,0,0,1,3,70.9,3.96,7.24,0.0,0
SUP-02347,0,1,1,17,89.93,4.83,38.37,36.95,0
SUP-02348,0,0,1,10,89.26,4.01,44.15,32.27,0
SUP-02349,1,1,0,17,100.0,3.94,66.59,65.61,0
SUP-02350,0,0,1,17,83.24,3.68,34.79,20.99,0
SUP-02351,0,1,1,4,80.03,3.92,26.13,27.2,0
SUP-02352,0,0,1,6,88.71,2.85,53.07,39.63,0
SUP-02353,0,1,1,12,95.14,4.66,50.43,50.1,0
SUP-02354,0,0,1,20,99.17,4.21,62.49,54.45,0
SUP-02355,1,1,0,17,96.99,3.8,61.69,57.74,0
SUP-02356,0,1,0,17,84.07,3.53,37.79,34.28,0
SUP-02357,1,0,0,10,91.41,1.37,71.49,62.63,0
SUP-02358,0,0,1,7,95.53,0.66,86.04,79.44,1
SUP-02359,1,0,0,16,87.83,4.21,39.48,28.58,0
SUP-02360,1,0,1,13,79.58,2.64,36.42,29.26,0
SUP-02361,0,0,1,3,75.22,1.84,34.49,25.86,0
SUP-02362,1,1,1,2,72.2,0.67,38.55,37.79,0
SUP-02363,0,1,0,16,92.43,4.23,48.63,44.45,0
SUP-02364,0,1,1,6,73.82,4.26,10.55,13.98,0
SUP-02365,1,0,1,6,79.67,3.67,27.65,24.5,0
SUP-02366,1,1,1,13,81.94,2.9,38.9,43.36,0
SUP-02367,0,1,1,7,86.95,2.15,55.66,55.93,0
SUP-02368,0,0,1,5,82.04,1.87,48.11,34.7,0
SUP-02369,0,0,0,7,90.27,0.54,76.4,54.7,0
SUP-02370,0,1,1,2,71.81,4.25,6.58,7.18,0
SUP-02371,0,1,1,17,75.29,0.89,42.89,38.42,0
SUP-02372,0,1,1,13,85.78,3.34,42.9,43.55,0
SUP-02373,0,1,1,16,81.37,2.77,38.92,41.84,0
SUP-02374,0,1,1,20,80.58,2.87,36.42,36.38,0
SUP-02375,1,0,1,2,74.14,4.17,12.02,8.4,0
SUP-02376,0,0,1,5,96.48,0.64,88.12,77.95,1
SUP-02377,0,0,1,18,91.86,3.98,49.68,39.02,0
SUP-02378,0,1,1,7,74.23,0.73,42.11,44.43,0
SUP-02379,0,0,1,11,72.99,0.67,40.14,28.1,0
SUP-02380,0,1,1,11,99.37,2.43,78.4,73.89,0
SUP-02381,0,0,1,17,91.45,0.78,76.68,67.03,0
SUP-02382,0,0,0,16,83.71,4.05,32.49,15.01,0
SUP-02383,0,1,1,13,91.65,2.88,58.8,57.04,0
SUP-02384,0,1,1,5,92.43,0.63,80.01,80.68,1
SUP-02385,0,0,1,20,94.62,0.68,84.0,72.37,0
SUP-02386,0,1,1,16,85.46,3.26,42.96,41.47,0
SUP-02387,0,0,0,16,84.07,4.13,32.56,12.98,0
SUP-02388,0,1,1,16,71.92,2.47,22.31,23.25,0
SUP-02389,0,0,1,14,98.27,3.0,71.27,57.57,0
SUP-02390,0,1,1,6,88.1,4.1,40.99,41.22,0
SUP-02391,1,1,1,2,78.09,2.75,32.43,33.18,0
SUP-02392,0,0,0,14,98.07,1.51,83.79,68.72,0
SUP-02393,1,1,1,16,100.0,2.76,76.85,81.09,1
SUP-02394,0,1,1,20,100.0,3.33,71.9,72.37,0
SUP-02395,0,1,1,13,96.65,3.8,60.94,60.09,0
SUP-02396,1,1,1,15,100.0,2.79,76.54,79.86,1
SUP-02397,1,1,0,12,80.3,4.36,22.86,19.95,0
SUP-02398,0,1,1,9,95.33,1.39,79.29,79.62,1
SUP-02399,0,0,1,18,95.67,4.78,50.45,38.92,0
SUP-02400,0,1,1,14,78.1,2.92,30.92,30.97,0
SUP-02401,1,0,1,20,76.85,3.02,27.51,23.84,0
SUP-02402,0,1,1,4,98.8,0.95,90.19,89.98,1
SUP-02403,0,1,1,8,79.38,2.21,39.72,37.77,0
SUP-02404,0,0,1,8,96.06,3.96,58.36,46.37,0
SUP-02405,0,1,1,16,71.72,3.68,11.36,14.87,0
SUP-02406,0,0,1,10,71.61,0.68,37.26,23.63,0
SUP-02407,1,1,0,17,87.21,2.46,53.47,47.92,0
SUP-02408,0,0,1,1,77.02,0.9,46.37,32.59,0
SUP-02409,0,0,1,18,91.81,4.98,40.84,31.16,0
SUP-02410,0,0,1,10,87.4,4.54,35.76,25.42,0
SUP-02411,1,0,1,4,74.65,0.1,48.49,41.93,0
SUP-02412,0,0,1,1,74.82,4.36,11.7,0.0,0
SUP-02413,1,1,0,4,83.65,4.14,31.63,28.36,0
SUP-02414,0,1,1,4,75.78,2.09,33.46,30.78,0
SUP-02415,0,0,1,4,93.37,3.74,54.86,44.52,0
SUP-02416,0,1,1,17,83.77,2.49,46.21,44.93,0
SUP-02417,1,1,1,9,75.61,2.95,25.64,27.03,0
SUP-02418,1,0,1,19,87.95,1.53,63.04,59.93,0
SUP-02419,0,1,1,13,73.93,1.95,30.92,29.84,0
SUP-02420,1,0,1,4,76.14,1.91,35.76,30.0,0
SUP-02421,1,0,1,5,79.45,0.66,53.41,50.56,0
SUP-02422,0,0,1,13,96.23,4.24,56.28,42.9,0
SUP-02423,0,0,1,16,98.41,2.07,79.63,69.85,0
SUP-02424,1,1,1,5,96.46,1.8,78.0,76.34,1
SUP-02425,0,1,1,8,80.49,4.52,21.84,22.54,0
SUP-02426,1,0,1,16,81.5,2.23,43.82,39.04,0
SUP-02427,0,1,1,1,86.03,2.95,46.8,46.81,0
SUP-02428,0,0,1,6,91.53,4.8,41.83,28.43,0
SUP-02429,0,0,1,11,99.91,4.49,61.58,49.23,0
SUP-02430,0,0,1,16,75.42,1.26,39.93,22.8,0
SUP-02431,0,1,1,5,71.93,2.63,20.94,19.31,0
SUP-02432,0,0,1,16,91.74,4.87,41.67,28.49,0
SUP-02433,1,0,1,7,96.83,1.68,79.85,75.7,1
SUP-02434,0,0,1,19,96.44,2.17,74.73,65.32,0
SUP-02435,0,1,0,1,89.78,1.38,68.1,61.7,0
SUP-02436,0,0,1,9,98.57,1.01,89.12,79.95,1
SUP-02437,0,0,1,18,86.62,3.83,40.32,26.6,0
SUP-02438,0,0,1,13,97.8,3.97,61.87,47.66,0
SUP-02439,1,0,1,15,100.0,4.36,62.9,55.13,0
SUP-02440,0,1,1,3,94.87,3.98,55.78,57.0,0
SUP-02441,0,0,1,10,79.98,1.6,46.31,34.48,0
SUP-02442,0,0,1,9,76.59,0.68,47.38,36.48,0
SUP-02443,0,1,1,13,87.2,4.93,31.89,32.15,0
SUP-02444,0,0,1,16,84.74,2.03,52.17,40.15,0
SUP-02445,0,0,1,3,95.75,1.9,75.67,64.24,0
SUP-02446,1,0,1,15,76.4,4.08,17.42,17.73,0
SUP-02447,1,0,1,17,81.17,2.63,39.69,34.75,0
SUP-02448,1,0,1,14,95.2,0.97,82.7,82.81,1
SUP-02449,0,0,1,7,73.45,4.5,7.74,0.0,0
SUP-02450,1,1,1,20,83.3,4.47,28.02,28.75,0
SUP-02451,0,1,1,16,82.83,0.89,58.23,59.34,0
SUP-02452,0,0,1,8,88.86,4.38,40.09,21.69,0
SUP-02453,0,0,1,4,74.99,2.26,30.39,17.87,0
SUP-02454,0,0,0,20,96.96,2.86,69.8,51.46,0
SUP-02455,1,0,0,15,86.48,4.12,37.55,32.78,0
SUP-02456,0,1,1,5,97.09,4.88,52.47,51.79,0
SUP-02457,0,0,1,13,84.87,1.68,55.5,43.44,0
SUP-02458,0,1,1,6,78.58,1.46,44.65,44.56,0
SUP-02459,0,0,1,5,74.61,0.86,41.78,27.17,0
SUP-02460,0,0,1,17,71.81,3.03,17.22,4.1,0
SUP-02461,0,1,1,7,86.13,0.56,67.81,69.44,0
SUP-02462,0,1,0,6,73.71,2.35,26.96,17.69,0
SUP-02463,0,0,1,2,81.56,0.83,56.18,44.8,0
SUP-02464,0,0,1,11,88.19,2.32,56.64,42.84,0
SUP-02465,1,1,1,7,80.69,0.18,60.08,62.68,0
SUP-02466,0,0,0,8,75.88,4.26,14.78,0.0,0
SUP-02467,1,0,1,5,94.97,0.94,82.43,75.39,1
SUP-02468,0,0,1,18,99.26,1.98,82.14,69.31,0
SUP-02469,0,0,1,16,74.51,4.42,10.64,0.0,0
SUP-02470,1,0,0,14,77.91,3.36,26.75,17.14,0
SUP-02471,0,0,1,12,99.04,1.49,85.98,74.27,0
SUP-02472,0,0,0,17,72.8,0.82,38.43,21.39,0
SUP-02473,0,0,1,5,98.85,3.72,66.14,55.87,0
SUP-02474,0,1,1,14,71.53,2.26,23.37,24.25,0
SUP-02475,0,0,1,6,95.94,3.95,58.24,46.15,0
SUP-02476,1,1,1,15,82.41,2.0,47.69,47.72,0
SUP-02477,0,1,1,7,97.92,2.06,78.73,76.57,1
SUP-02478,1,1,0,14,82.59,2.03,47.82,45.75,0
SUP-02479,0,1,1,18,90.77,3.87,48.44,54.37,0
SUP-02480,1,0,1,1,74.42,4.06,13.55,8.89,0
SUP-02481,0,1,1,6,77.63,0.72,49.11,49.21,0
SUP-02482,0,0,1,3,92.74,2.86,61.22,51.25,0
SUP-02483,1,0,1,5,87.83,0.15,74.86,72.88,0
SUP-02484,0,0,1,12,98.11,2.61,74.32,62.68,0
SUP-02485,0,1,1,11,83.53,4.48,28.37,26.42,0
SUP-02486,0,0,1,13,96.52,2.13,75.29,66.92,0
SUP-02487,0,0,0,16,84.62,4.7,28.73,13.09,0
SUP-02488,0,0,1,18,100.0,3.34,71.81,60.25,0
SUP-02489,0,0,0,17,99.54,4.7,58.97,40.52,0
SUP-02490,1,0,1,17,83.24,3.41,37.16,33.27,0
SUP-02491,1,0,1,11,98.79,0.47,94.36,86.73,1
SUP-02492,0,1,1,20,96.58,1.54,80.51,81.99,1
SUP-02493,0,0,1,10,77.11,2.27,34.56,24.53,0
SUP-02494,0,1,0,16,89.7,1.27,68.93,64.39,0
SUP-02495,0,0,1,2,72.31,2.73,20.86,6.94,0
SUP-02496,0,1,1,17,95.96,2.62,69.85,70.75,0
SUP-02497,0,1,0,20,77.06,4.8,12.44,9.01,0
SUP-02498,0,0,1,10,73.05,2.45,24.77,11.29,0
SUP-02499,0,0,1,13,82.91,4.04,31.0,20.87,0
